id_comercio,nombre_dueno,celular,tamano_negocio,tipo_negocio,provincia,edad_propietario,genero,antiguedad_meses,transacciones_promedio,ticket_promedio_usd,movimientos_pichincha_mes,movimientos_comerciales_mes,movimientos_personales_mes,tickets_soporte,ticket_no_resuelto,tasa_disputas,saldo_cuenta_usd,dias_sin_transar,prob_churn,nivel_riesgo
27eaa44d-9dc1-4363-b85c-23b3275b1bee,Diego Castro,0953310642,Microempresa,Servicios Personales e Independientes,Guayas,31,Masculino,12,56,2.48,8,46,3,2,1,0.0,6.28,1,0.8968,Alto
e856c353-c2ad-4865-80cf-36638288f2f1,Andrés Díaz,0924261426,Microempresa,Comercio Minorista,Imbabura,18,Masculino,31,23,9.71,3,16,5,2,0,0.0,59.15,0,0.0299,Bajo
b40d080d-6401-4b07-9382-de3e22848d5c,Andrés Díaz,0961148442,Microempresa,Servicios Personales e Independientes,Guayas,38,Femenino,1,55,35.5,4,50,1,1,0,0.0,2.49,2,0.2257,Bajo
033c60fb-2ef9-4aaf-92a1-95a0608e8bd5,María Pérez,0941091476,Microempresa,Alimentación y Gastronomía,Pichincha,30,Femenino,16,394,3.62,21,256,117,0,0,0.0,47.2,4,0.1307,Bajo
847a492a-cbf7-425a-94af-a3a6f63fcdc3,Carmen Ríos,0924973847,Microempresa,Alimentación y Gastronomía,Esmeraldas,28,Masculino,29,149,1.5,16,90,44,0,0,0.0,7.77,7,0.606,Medio
f3a5b009-26e3-405d-9d5d-64b0107ebb8b,Sofía Vega,0948427423,Microempresa,Alimentación y Gastronomía,Carchi,32,Masculino,36,53,1.5,5,42,6,0,0,0.0,305.85,7,0.136,Bajo
325cd1f7-73f0-4ef7-943d-7d84f5d8b652,Ana Torres,0958283959,Microempresa,Servicios Personales e Independientes,Guayas,26,Femenino,8,36,31.36,5,34,0,0,0,0.0043,9.97,1,0.2529,Bajo
09b151af-1f7e-4369-a405-c65b9a86608a,Diego Castro,0981386290,Microempresa,Comercio Minorista,Guayas,31,Masculino,13,39,9.98,5,33,1,0,0,0.0,36.39,1,0.0993,Bajo
be8779b0-05ee-4d91-9881-6b27c985d333,Carmen Ríos,0956910616,Microempresa,Alimentación y Gastronomía,El Oro,20,Masculino,6,51,1.56,5,43,3,0,0,0.0,1.54,1,0.0676,Bajo
4b3a0821-dc62-44f9-81fc-d601c8b536d9,Carmen Ríos,0971103134,Microempresa,Comercio Minorista,Pichincha,18,Femenino,11,36,29.21,6,25,5,0,0,0.0,243.05,0,0.033,Bajo
4a0f9740-3a85-4d86-a2d7-0a2b9ec2b9ec,Ana Torres,0931244283,Pequeña Empresa,Comercio Minorista,Manabí,19,Femenino,16,122,2.77,22,92,8,0,0,0.0,2.0,0,0.0717,Bajo
9d7b22ce-f1d2-455b-a178-73685943735f,Lucía Mora,0919150346,Microempresa,Comercio Minorista,Pichincha,18,Femenino,10,111,9.96,10,66,35,0,0,0.0,1.37,5,0.2398,Bajo
0ba9a32e-fac3-4da2-bd3f-66ac286edb6b,Diego Castro,0958074789,Microempresa,Comercio Minorista,Manabí,19,Masculino,14,27,13.8,2,18,7,0,0,0.0,8.61,0,0.118,Bajo
6761ee2e-14e4-483c-b9b7-d504a887daf4,Ana Torres,0953520583,Microempresa,Comercio Minorista,Pichincha,18,Femenino,24,25,17.79,4,18,3,0,0,0.0,3.11,0,0.0469,Bajo
a8765e9d-7d4c-4b91-ae9b-131b65230737,Juan Gómez,0938967295,Microempresa,Servicios Personales e Independientes,Guayas,24,Masculino,21,15,9.64,3,11,1,0,0,0.0,5.38,7,0.6248,Medio
f5d13e68-3b5d-4224-9f0e-b8b4b85eaba9,Sofía Vega,0982884009,Microempresa,Comercio Minorista,Pichincha,25,Femenino,27,154,1.5,31,110,13,2,0,0.0,35.97,1,0.1133,Bajo
79415c1d-a969-4816-867c-bbf8583c8582,Juan Gómez,0995226018,Microempresa,Comercio Minorista,Cañar,29,Masculino,21,63,21.26,9,45,10,0,0,0.0,2.68,3,0.2983,Bajo
023a4bbd-e760-4868-80b4-70a8192c6295,Carmen Ríos,0958452851,Microempresa,Comercio Minorista,Pichincha,24,Femenino,29,83,9.49,10,49,25,1,1,0.0,3.71,0,0.6034,Medio
3637a69b-2ca3-40d4-a850-eb80cc93d1b4,Lucía Mora,0984056320,Microempresa,Comercio Minorista,Pichincha,33,Masculino,34,6,24.04,1,4,1,1,0,0.0,7.41,4,0.6206,Medio
43abecb7-465a-4f51-af42-19ee824d82d9,María Pérez,0921766886,Microempresa,Comercio Minorista,Pichincha,29,Femenino,26,93,10.26,6,71,16,2,0,0.0,0.63,2,0.0869,Bajo
a9b3d9e9-93cb-43fc-a693-e13022d9d86b,Andrés Díaz,0959641352,Microempresa,Comercio Minorista,Guayas,21,Masculino,26,84,67.72,7,50,27,0,0,0.0,44.88,1,0.1088,Bajo
cc99881d-bd04-4bf9-b0ee-21f310378893,María Pérez,0914105659,Microempresa,Comercio Minorista,Esmeraldas,34,Masculino,4,74,9.66,13,62,0,0,0,0.0,35.44,0,0.0962,Bajo
2c01a282-9781-4415-ac1b-1999512839a8,Sofía Vega,0939194462,Mediana Empresa B,Servicios Personales e Independientes,Guayas,31,Femenino,7,5,11.88,0,4,1,0,0,0.0,121.91,3,0.2494,Bajo
7ad08e5c-52a9-406f-8cfe-3750d5d0e6a3,Lucía Mora,0922408884,Microempresa,Servicios Personales e Independientes,Pichincha,18,Femenino,25,26,14.92,2,20,4,0,0,0.0,4.09,0,0.0635,Bajo
2a2e746a-4e51-4ee3-b23b-7ba7d16f143e,Diego Castro,0923688244,Microempresa,Moda y Estilo de Vida,Guayas,39,Femenino,30,11,15.37,2,6,3,1,0,0.0,2.2,1,0.1515,Bajo
e8c34d4b-85f7-4ff8-91a4-46cc81e47ba3,Carlos López,0966150737,Microempresa,Servicios Personales e Independientes,Guayas,36,Masculino,32,57,36.01,3,51,3,0,0,0.0124,43.47,5,0.6735,Alto
5f4e700e-c0cf-4232-8f62-2ec4c960d67f,Pedro Ruiz,0917438027,Microempresa,Alimentación y Gastronomía,Pichincha,34,Femenino,31,121,3.32,24,81,16,2,0,0.0,265.3,7,0.2306,Bajo
b59f9276-6e43-469c-bc65-c8e30762e912,Andrés Díaz,0915825801,Microempresa,Alimentación y Gastronomía,Pichincha,18,Masculino,3,65,6.48,11,49,5,2,0,0.0017,26.69,1,0.2041,Bajo
8c101277-9e0b-44ba-9971-2ea7f699bf93,Carlos López,0903073877,Microempresa,Comercio Minorista,Pichincha,18,Femenino,7,59,15.79,11,39,10,1,0,0.0,41.46,5,0.4447,Medio
83b30286-27fe-45b5-a93e-e990312a4ad1,Diego Castro,0903093262,Microempresa,Alimentación y Gastronomía,Pichincha,29,Femenino,33,116,3.24,14,79,23,0,0,0.0,4.15,1,0.0507,Bajo
7c8d2be0-921b-4ef8-9103-049e47ccc3e2,Ana Torres,0928749004,Microempresa,Alimentación y Gastronomía,Imbabura,28,Femenino,11,240,1.5,14,179,48,2,0,0.0,295.12,1,0.0626,Bajo
03f6aa25-ad65-40cf-a98f-7d186618f0a4,Lucía Mora,0900396572,Microempresa,Comercio Minorista,Guayas,32,Femenino,20,375,3.1,33,261,81,1,0,0.0,34.57,7,0.4461,Medio
d2dcee86-9f65-453a-9361-bf17188e1839,Andrés Díaz,0949520595,Microempresa,Servicios Personales e Independientes,Guayas,35,Femenino,18,1,59.93,0,1,0,1,0,0.0,47.7,2,0.1567,Bajo
0cc8b994-78cd-40d3-906d-3064e280967c,María Pérez,0983642847,Microempresa,Alimentación y Gastronomía,Pichincha,32,Femenino,35,35,4.32,4,22,9,1,0,0.0,28.19,0,0.1282,Bajo
d0455412-9517-4992-ae0f-b89192911e0e,Sofía Vega,0916649470,Microempresa,Comercio Minorista,Guayas,20,Masculino,25,16,7.57,1,13,2,0,0,0.0,5.91,5,0.6424,Medio
e0731264-c5e9-47cf-8f5d-7dc026db6751,Andrés Díaz,0982043202,Microempresa,Comercio Minorista,Pichincha,28,Femenino,1,59,3.72,9,37,12,0,0,0.0,18.36,18,0.6246,Medio
b08ee275-3cf4-4bf6-bb15-3cf03cbb5264,Ana Torres,0983445656,Microempresa,Servicios Personales e Independientes,Pichincha,30,Masculino,26,8,3.42,0,7,1,1,0,0.0,8.52,4,0.5351,Medio
6941db87-9641-4814-92ff-76776cb15e8a,Carmen Ríos,0924520287,Mediana Empresa B,Alimentación y Gastronomía,Azuay,26,Masculino,6,53,3.09,8,41,4,0,0,0.0,2.87,4,0.2554,Bajo
5eb272c3-bf4d-4ef4-8055-be10784fd23e,Sofía Vega,0974752592,Microempresa,Entretenimiento y Educación,Santo Domingo,24,Femenino,5,21,7.81,4,17,0,0,0,0.0,12.09,5,0.4434,Medio
7edb9d65-1443-4753-be51-833359c0f43b,Carlos López,0990868927,Microempresa,Alimentación y Gastronomía,Tungurahua,28,Masculino,10,182,3.82,21,140,21,3,0,0.0052,17.62,6,0.4112,Medio
bde4ddba-a26b-47b8-b844-622ee5c10973,Lucía Mora,0938165685,Microempresa,Entretenimiento y Educación,Pichincha,23,Femenino,32,12,79.52,2,9,1,0,0,0.0,14.15,3,0.4322,Medio
03b063f1-a752-49f1-bca7-c89984068d42,Juan Gómez,0953113362,Microempresa,Servicios Personales e Independientes,Pichincha,34,Masculino,13,8,10.7,1,6,1,1,0,0.0,11.36,0,0.3978,Medio
dc48a5fb-0262-4849-b492-093b2e8bb455,Ana Torres,0936351200,Microempresa,Alimentación y Gastronomía,Pichincha,23,Masculino,22,67,3.33,11,53,3,3,0,0.0,0.85,4,0.4128,Medio
2f462625-a12d-4e67-8980-31ea56c97b10,Juan Gómez,0917634758,Microempresa,Entretenimiento y Educación,Guayas,32,Masculino,28,7,32.53,1,7,0,0,0,0.0,98.97,5,0.3214,Bajo
eb313cfc-085b-4f8c-bd11-1994e1d39b14,Sofía Vega,0902869654,Microempresa,Alimentación y Gastronomía,Tungurahua,19,Femenino,18,189,4.64,29,126,34,2,0,0.0,33.79,2,0.1873,Bajo
c899eba9-0028-4ad2-8e48-a8a83b97f265,Carmen Ríos,0929279527,Microempresa,Comercio Minorista,Carchi,31,Masculino,7,60,4.4,12,51,0,0,0,0.0,8.28,1,0.0764,Bajo
bae450cf-bb83-4c07-b2b8-7063e4877df0,Juan Gómez,0977278799,Microempresa,Alimentación y Gastronomía,El Oro,26,Masculino,25,152,5.3,29,95,29,0,0,0.0,49.04,2,0.1461,Bajo
b6517379-9943-42fd-bcd4-cc0d4709f9b7,Andrés Díaz,0948797170,Microempresa,Servicios Personales e Independientes,Pichincha,22,Femenino,31,2,42.96,0,2,0,0,0,0.0,29.22,1,0.1556,Bajo
f513a6d4-69d2-40b7-8654-f019be0543be,Juan Gómez,0973157066,Microempresa,Alimentación y Gastronomía,Pichincha,18,Femenino,27,66,7.69,8,44,14,0,0,0.0,30.97,0,0.0792,Bajo
1c5eb2f8-de36-4908-986e-02603a1b3f5a,Carlos López,0950321868,Microempresa,Moda y Estilo de Vida,Santo Domingo,29,Femenino,22,9,12.28,2,7,0,0,0,0.0,3.08,4,0.614,Medio
d8fad999-681c-48a6-9c4b-db6015d19ca9,María Pérez,0901293234,Microempresa,Comercio Minorista,Sucumbíos,24,Masculino,9,43,28.98,4,34,4,1,0,0.0,51.79,12,0.6522,Alto
d58c48eb-ac06-4154-a075-6e3e747a1527,Carlos López,0905003033,Microempresa,Alimentación y Gastronomía,Guayas,30,Masculino,13,92,4.94,18,62,12,0,0,0.0,0.98,1,0.0834,Bajo
367219cc-6bf0-4e80-86ca-9d3213c4aef2,Juan Gómez,0993380274,Microempresa,Comercio Minorista,Guayas,20,Femenino,21,45,36.7,8,30,7,0,0,0.0,200.14,9,0.3682,Medio
563c8ce2-53fe-43bc-9895-5f4ad20c756d,Sofía Vega,0975555340,Microempresa,Servicios Personales e Independientes,Pichincha,26,Masculino,35,26,15.74,2,22,2,1,0,0.0,34.9,3,0.2881,Bajo
a32800e6-4c8f-44b5-ac77-ac12e4a37b5f,Diego Castro,0971290364,Microempresa,Alimentación y Gastronomía,Los Ríos,28,Femenino,1,123,2.89,8,84,31,0,0,0.0,92.45,14,0.6774,Alto
660b50bc-d6dd-428c-aee2-e4452cf254f9,María Pérez,0955275477,Microempresa,Alimentación y Gastronomía,Guayas,35,Femenino,30,221,3.1,20,158,43,3,0,0.0,112.64,1,0.0625,Bajo
6d264f00-9530-41ca-8bf3-a375006bd5d3,Diego Castro,0907048915,Microempresa,Alimentación y Gastronomía,Loja,20,Femenino,16,113,4.43,10,84,19,1,0,0.0,7.63,12,0.7171,Alto
963bdaf4-1d45-4430-a801-f8574214a813,María Pérez,0910650255,Microempresa,Comercio Minorista,Los Ríos,23,Masculino,34,48,8.29,9,32,7,2,0,0.0,2.88,1,0.0938,Bajo
b7c5c8a5-6dce-4cb4-ae4d-9cf98ce7d1cd,Juan Gómez,0959545462,Microempresa,Alimentación y Gastronomía,Cotopaxi,22,Femenino,6,183,4.87,10,112,62,1,0,0.0,3.77,4,0.1397,Bajo
25420d60-7f6c-472a-925f-a5dd40085de1,Pedro Ruiz,0993481171,Microempresa,Comercio Minorista,Guayas,23,Masculino,30,22,15.99,2,18,2,0,0,0.0,0.94,0,0.1371,Bajo
043c9cb4-12bc-461e-a329-47ba5e753c3e,Carmen Ríos,0913156533,Microempresa,Servicios Personales e Independientes,Esmeraldas,19,Masculino,14,4,22.5,1,4,0,3,0,0.0,21.48,1,0.5711,Medio
27b6fd4e-e59e-487e-a026-405024d96a4a,Carlos López,0902848620,Microempresa,Servicios Personales e Independientes,Chimborazo,28,Femenino,32,25,46.01,4,21,0,0,0,0.0,3.63,6,0.4578,Medio
317c5583-643e-4c3a-8ca1-2085bd22c072,Diego Castro,0955364722,Microempresa,Alimentación y Gastronomía,Guayas,29,Masculino,4,38,13.39,3,23,11,1,0,0.0,34.22,1,0.1523,Bajo
87d0951a-27ac-4a1b-af6b-9cfca4ea00d0,Lucía Mora,0990020457,Microempresa,Alimentación y Gastronomía,Guayas,28,Masculino,19,138,4.88,25,99,14,0,0,0.0,22.93,0,0.1621,Bajo
4053bef4-d23d-42c5-acaf-abfe7520106b,Juan Gómez,0920245943,Microempresa,Servicios Personales e Independientes,Manabí,22,Masculino,7,7,6.63,1,7,0,1,0,0.0,2.0,1,0.3648,Medio
69debc20-7bd4-4aa0-ab0c-69e28ae10eb5,Andrés Díaz,0953034619,Microempresa,Moda y Estilo de Vida,Esmeraldas,33,Femenino,22,28,2.99,2,19,7,1,1,0.0,12.07,1,0.8137,Alto
7f3ffbec-af85-47a1-83cd-dfa82d8d19f3,Diego Castro,0918209357,Microempresa,Alimentación y Gastronomía,Chimborazo,27,Masculino,36,500,5.16,37,300,163,0,0,0.0,1.07,3,0.2044,Bajo
16178b52-7e07-4b38-807a-d7db580a451c,Ana Torres,0965293368,Microempresa,Comercio Minorista,Pichincha,21,Masculino,19,23,15.51,5,14,5,0,0,0.0,4.2,0,0.0436,Bajo
f5b46b14-a6e9-4d1c-a157-ceb775cc9512,Carlos López,0974637348,Microempresa,Alimentación y Gastronomía,Imbabura,18,Masculino,14,126,8.22,10,78,38,4,0,0.0,3.85,7,0.5161,Medio
27c34eac-d64d-466b-8361-15badaaae6eb,Ana Torres,0903573180,Microempresa,Servicios Personales e Independientes,Imbabura,20,Masculino,33,19,31.18,2,14,3,0,0,0.0,11.24,0,0.1505,Bajo
2d9b5cd9-1dae-410a-a809-df3550f577f5,Sofía Vega,0920346011,Microempresa,Servicios Personales e Independientes,Santo Domingo,36,Femenino,10,9,55.79,1,7,1,0,0,0.0,102.14,5,0.3608,Medio
71a48519-da82-481e-9c56-743605105696,Pedro Ruiz,0920311111,Microempresa,Entretenimiento y Educación,Esmeraldas,28,Femenino,19,5,6.2,0,4,1,0,0,0.0,23.16,4,0.5351,Medio
5c3795ac-376b-4724-8a04-7f60e69537c4,Andrés Díaz,0904552769,Microempresa,Servicios Personales e Independientes,Pichincha,28,Masculino,26,35,2.42,4,32,0,0,0,0.0,28.54,1,0.0452,Bajo
feffa769-dd6e-4ec4-8c77-1f7fd7590965,Diego Castro,0906273875,Microempresa,Comercio Minorista,Pichincha,29,Femenino,15,38,37.68,5,23,9,1,1,0.0,2.27,3,0.8005,Alto
df9b82db-0a89-4e65-adbb-292ada2f9a67,Juan Gómez,0915244903,Microempresa,Alimentación y Gastronomía,Los Ríos,31,Femenino,26,177,6.96,20,105,53,1,0,0.0,11.77,3,0.1126,Bajo
e07ecdd8-40ba-493d-9c69-958dce484c51,Lucía Mora,0930885397,Microempresa,Alimentación y Gastronomía,Pichincha,28,Femenino,31,31,6.48,3,20,8,3,0,0.0,16.03,4,0.4133,Medio
f8cbeefc-9f05-4e5a-9d98-86f460ed239d,Sofía Vega,0914863102,Microempresa,Comercio Minorista,Guayas,22,Femenino,24,381,2.9,65,259,57,2,0,0.0,6.63,0,0.0237,Bajo
fb9f764d-209e-48a5-9617-de29342f64ac,Carlos López,0971232261,Microempresa,Alimentación y Gastronomía,Cañar,19,Femenino,2,82,3.59,9,67,6,1,0,0.0,0.32,3,0.415,Medio
f8d15e63-fea2-4b16-8384-8d2771ca7823,Juan Gómez,0994133880,Pequeña Empresa,Moda y Estilo de Vida,Manabí,27,Masculino,25,10,23.13,1,8,1,0,0,0.0075,2.87,11,0.8926,Alto
be45ebd1-0ec2-4a6b-a5df-075dd481e155,Carmen Ríos,0997979494,Microempresa,Alimentación y Gastronomía,Bolívar,28,Femenino,3,226,2.91,13,161,52,2,0,0.0,2.58,2,0.1592,Bajo
a4127b9d-d8e4-46ad-bcc1-e3855f494f99,Juan Gómez,0987287857,Microempresa,Alimentación y Gastronomía,Santo Domingo,19,Masculino,19,232,5.46,29,162,41,1,0,0.0,75.31,6,0.0782,Bajo
79576a4c-ae7a-457e-b6e3-c12c328f7f72,Carmen Ríos,0938912112,Microempresa,Entretenimiento y Educación,Guayas,31,Masculino,9,20,16.79,3,17,0,1,0,0.0,43.01,1,0.1051,Bajo
d48c8b45-52e5-4067-bc91-31f5b885fd44,Diego Castro,0993828964,Microempresa,Servicios Personales e Independientes,Cañar,18,Femenino,34,7,25.82,1,6,1,1,0,0.0,5.41,7,0.9472,Alto
af38b935-1ed5-45bd-a0b4-532ff0306ae4,María Pérez,0904625901,Microempresa,Servicios Personales e Independientes,Azuay,36,Femenino,36,28,32.45,4,26,0,1,0,0.0077,45.16,1,0.2017,Bajo
cadce290-b552-44c5-a6b7-d9cecd2091cd,María Pérez,0993845227,Microempresa,Comercio Minorista,Guayas,22,Femenino,16,117,6.58,22,79,16,0,0,0.0,54.85,3,0.1146,Bajo
d6766609-440b-4a5a-8d71-26305bb77eed,María Pérez,0959725533,Microempresa,Comercio Minorista,El Oro,31,Masculino,31,22,20.99,3,16,3,1,0,0.0,2.97,1,0.1025,Bajo
811af213-b8ed-4261-ae53-e38ed770a87a,Juan Gómez,0944398917,Microempresa,Comercio Minorista,Pichincha,29,Masculino,3,24,16.09,4,16,4,2,0,0.0,3.57,0,0.2598,Bajo
0669ef93-3ec3-43e5-b377-87e5f21d8c53,Pedro Ruiz,0992744723,Microempresa,Moda y Estilo de Vida,El Oro,28,Masculino,35,41,41.52,3,27,10,0,0,0.0,12.58,1,0.1447,Bajo
40e3b595-efde-4cae-8695-1e24a3b56b01,Juan Gómez,0994087405,Microempresa,Alimentación y Gastronomía,Pichincha,25,Femenino,30,54,6.64,10,33,11,1,0,0.0,12.85,1,0.1203,Bajo
4eb52336-1887-4a8f-9e9b-31f9ef61e5f6,Juan Gómez,0906298481,Microempresa,Entretenimiento y Educación,Chimborazo,25,Femenino,23,10,6.5,1,9,0,0,0,0.0,20.56,1,0.1207,Bajo
36ed6e3c-cc47-43dd-843a-d747c21a1a06,Diego Castro,0926899285,Microempresa,Comercio Minorista,Manabí,31,Masculino,30,64,7.88,9,42,14,1,0,0.0,7.76,5,0.5406,Medio
f20527b9-1034-4cfb-a3a4-38a122439a4b,Juan Gómez,0932081719,Microempresa,Comercio Minorista,Azuay,24,Masculino,22,63,7.62,8,51,3,1,0,0.0,12.03,5,0.6332,Medio
bfda72e2-7259-4daf-8594-0f5ce5b27c3c,Ana Torres,0964869870,Microempresa,Comercio Minorista,Azuay,22,Femenino,4,56,20.9,11,39,6,3,0,0.0,40.75,4,0.5452,Medio
885220c0-c158-4e9f-a3e7-88fa78023942,Andrés Díaz,0991799953,Microempresa,Comercio Minorista,El Oro,35,Masculino,22,66,3.4,7,50,10,1,1,0.0,3.35,4,0.9228,Alto
3360c9b6-b05a-4821-938e-0a571094bcb1,Lucía Mora,0955101234,Microempresa,Comercio Minorista,Guayas,25,Masculino,27,51,4.47,5,37,9,2,0,0.0,3.72,4,0.4996,Medio
fa84b2d7-f437-48a6-80e3-dc5a1a58a5ed,Sofía Vega,0993397043,Microempresa,Comercio Minorista,Napo,28,Masculino,3,106,24.26,18,70,18,0,0,0.0,14.04,2,0.0929,Bajo
b05c2dcb-2878-4b5b-9d54-85498fe3dd41,Ana Torres,0967402391,Microempresa,Entretenimiento y Educación,Galápagos,31,Femenino,5,8,25.2,0,7,1,2,0,0.0,21.13,5,0.777,Alto
1b245308-fe70-4500-9578-911132786277,Pedro Ruiz,0916286923,Microempresa,Servicios Personales e Independientes,Esmeraldas,21,Masculino,13,43,85.79,6,33,4,1,0,0.0,4.58,1,0.1066,Bajo
6c7af1f6-a49f-4ae6-b237-930bd2fbb073,María Pérez,0996411157,Microempresa,Servicios Personales e Independientes,Guayas,32,Masculino,10,25,17.13,4,21,0,1,0,0.0,43.7,4,0.4201,Medio
35102f64-7278-4684-b119-13db2e6d80f0,Lucía Mora,0923811638,Microempresa,Servicios Personales e Independientes,Guayas,24,Masculino,25,8,9.89,1,6,1,0,0,0.0028,2.25,2,0.3013,Bajo
4fe93cfc-b9b2-449f-bfba-50f79d74cd7e,Juan Gómez,0947385969,Microempresa,Alimentación y Gastronomía,Manabí,24,Masculino,23,28,6.21,4,22,1,1,0,0.0,41.44,4,0.445,Medio
1e450fcd-eea8-48c1-aef6-94096fd3c584,María Pérez,0995272326,Microempresa,Alimentación y Gastronomía,Santo Domingo,29,Femenino,23,161,6.44,13,122,25,0,0,0.0,352.54,0,0.0544,Bajo
278765e3-69d4-4f0d-a56d-5b72f141606d,Andrés Díaz,0977456519,Microempresa,Alimentación y Gastronomía,Orellana,30,Masculino,14,133,4.91,12,82,39,0,0,0.0,7.35,1,0.0762,Bajo
0a92a16f-e5bf-48c9-b069-be7c80800f90,Pedro Ruiz,0980378807,Microempresa,Entretenimiento y Educación,Manabí,27,Masculino,2,16,11.01,2,12,2,1,0,0.0,18.8,1,0.2012,Bajo
dedb0c96-04e7-4893-9577-f824bb0e4fd7,Carlos López,0968031796,Pequeña Empresa,Comercio Minorista,Guayas,18,Masculino,20,64,3.1,4,41,19,0,0,0.0,58.8,4,0.1457,Bajo
f7b852f8-574c-49c5-827a-3748982ae3ee,Carmen Ríos,0970331386,Microempresa,Moda y Estilo de Vida,Carchi,18,Femenino,30,7,10.7,1,4,2,1,0,0.0,3.66,1,0.4303,Medio
c29f2fc0-6181-466e-a371-eb3757132607,Carlos López,0922356519,Pequeña Empresa,Alimentación y Gastronomía,Azuay,28,Femenino,31,469,1.5,68,390,11,1,0,0.0,4.98,1,0.1364,Bajo
f01ffd64-19ac-485f-98bb-3d09232ce6da,Lucía Mora,0997036862,Microempresa,Alimentación y Gastronomía,Esmeraldas,29,Femenino,29,128,3.24,18,91,19,1,0,0.0,162.22,2,0.0657,Bajo
0ed6a7f4-05a5-43b1-95e9-e57d1276bfc8,Ana Torres,0905853451,Microempresa,Comercio Minorista,Guayas,22,Femenino,1,76,7.73,14,58,4,2,0,0.0,129.17,0,0.1025,Bajo
650811b8-d996-424c-94f3-6cb955e09a16,Diego Castro,0937475962,Microempresa,Servicios Personales e Independientes,Cañar,19,Femenino,32,17,49.77,1,14,2,0,0,0.0,2.36,0,0.1924,Bajo
72c7926a-ff34-4e72-8eb7-829a14a365e5,Diego Castro,0901980858,Microempresa,Comercio Minorista,Azuay,31,Femenino,8,61,6.86,7,41,13,0,0,0.0,10.11,0,0.0949,Bajo
31298577-3b09-47e9-80f3-09164e1b7f71,Lucía Mora,0947007224,Microempresa,Entretenimiento y Educación,El Oro,28,Masculino,34,36,27.1,5,33,0,0,0,0.0,63.6,1,0.0354,Bajo
10623508-8bcf-4f15-908d-bf29b0c26df4,Diego Castro,0965034979,Microempresa,Comercio Minorista,Los Ríos,32,Masculino,18,26,9.53,3,18,5,2,0,0.0,81.7,0,0.0335,Bajo
f4c87b46-a6cb-4e72-a22d-4a41173a6c21,Diego Castro,0999603917,Microempresa,Comercio Minorista,Pichincha,28,Masculino,5,68,10.58,9,53,6,1,1,0.0,34.12,1,0.9364,Alto
e98fc21a-1260-4d7c-bac6-ae787fc67ea1,Diego Castro,0982327517,Pequeña Empresa,Servicios Personales e Independientes,Azuay,23,Masculino,10,38,19.99,4,30,4,0,0,0.0,6.58,1,0.0855,Bajo
a7b8dd61-bd77-4072-a4a5-f63d5dd309b6,Lucía Mora,0981799208,Microempresa,Alimentación y Gastronomía,Chimborazo,29,Femenino,28,114,2.99,17,95,3,0,0,0.0,138.31,1,0.0426,Bajo
