id_comercio,nombre_dueno,celular,tamano_negocio,tipo_negocio,provincia,edad_propietario,genero,antiguedad_meses,transacciones_promedio,ticket_promedio_usd,movimientos_pichincha_mes,movimientos_comerciales_mes,movimientos_personales_mes,tickets_soporte,ticket_no_resuelto,tasa_disputas,saldo_cuenta_usd,dias_sin_transar,prob_churn,nivel_riesgo
e8a2d637-0941-4b21-beb2-2fc60d97bf00,Carlos López,0987989301,Microempresa,Comercio Minorista,Pichincha,24,Femenino,36,50,8.92,7,37,7,1,0,0.0,26.73,3,0.2842,Bajo
943ce7da-6ed2-44aa-b6c8-7eff21109e18,María Pérez,0905783943,Microempresa,Alimentación y Gastronomía,Bolívar,38,Femenino,3,145,1.5,25,99,22,0,0,0.0,13.53,1,0.0637,Bajo
9b7b5f0d-c933-410d-8b4e-d7c3ef15447e,Carlos López,0945961117,Microempresa,Comercio Minorista,Pichincha,18,Femenino,7,41,19.49,5,27,9,0,0,0.0,69.85,7,0.4917,Medio
bd68b206-9680-4fc0-9340-e2e11b544e4d,Juan Gómez,0923830288,Microempresa,Servicios Personales e Independientes,Azuay,29,Femenino,17,14,26.21,2,13,0,0,0,0.0022,12.21,2,0.4082,Medio
4692a089-dfac-4021-9221-14243f9ee535,Sofía Vega,0983524205,Microempresa,Comercio Minorista,Imbabura,26,Femenino,24,176,8.99,15,131,30,1,0,0.0,124.57,8,0.4282,Medio
fc86bd96-1939-46ba-81fe-415f425ba59e,Diego Castro,0954113854,Microempresa,Entretenimiento y Educación,Cotopaxi,24,Masculino,6,47,53.76,4,38,5,1,0,0.0,38.39,4,0.4577,Medio
2dcac2fe-b3b1-4032-aa84-66ae8fdaac20,María Pérez,0963546481,Microempresa,Comercio Minorista,Bolívar,23,Femenino,11,105,10.91,21,68,16,0,0,0.0,5.01,3,0.1854,Bajo
a692b043-017e-4c53-99a8-1f56b796f9e3,Diego Castro,0996159078,Microempresa,Alimentación y Gastronomía,Loja,29,Masculino,20,175,2.82,25,110,40,1,1,0.0,21.09,2,0.4635,Medio
9f76293a-c99d-45ee-ba76-d2fca09c23cf,María Pérez,0915226751,Microempresa,Servicios Personales e Independientes,Pichincha,32,Masculino,30,2,19.49,0,2,0,1,0,0.0,54.44,2,0.2165,Bajo
71f0a53d-5aa1-4bbc-8fa2-23c4850d0303,Juan Gómez,0962776579,Microempresa,Servicios Personales e Independientes,Pichincha,31,Masculino,22,74,59.81,4,60,10,1,0,0.0,11.35,0,0.0975,Bajo
792b165a-c888-4956-bc8d-154cea6c3af3,Pedro Ruiz,0963974119,Microempresa,Alimentación y Gastronomía,Bolívar,32,Masculino,19,151,3.19,21,99,31,1,0,0.0,94.64,4,0.1295,Bajo
fe380bde-63d5-45c8-ad26-805e80676d77,Carmen Ríos,0927427861,Microempresa,Alimentación y Gastronomía,El Oro,18,Femenino,36,118,3.34,14,91,13,0,0,0.0,5.18,0,0.052,Bajo
474fff8a-2a4c-484e-9aa7-a1572f6a78fd,Carlos López,0909400190,Microempresa,Alimentación y Gastronomía,Azuay,28,Femenino,1,39,17.56,7,32,0,0,0,0.0,16.95,10,0.7271,Alto
02b819e9-5b52-4d0c-ad53-4f762b7662e7,Diego Castro,0906649561,Microempresa,Alimentación y Gastronomía,Guayas,18,Masculino,33,252,2.4,40,159,53,0,0,0.0,41.23,2,0.1428,Bajo
5e0871c2-c069-4083-b8db-b29a1ba54cb5,Lucía Mora,0982716732,Microempresa,Alimentación y Gastronomía,Guayas,27,Femenino,15,24,4.76,3,17,5,1,0,0.0,181.13,1,0.0289,Bajo
2b23eb7a-89b2-4233-aaed-bdbf85294066,Juan Gómez,0907040106,Microempresa,Alimentación y Gastronomía,Pichincha,34,Femenino,36,95,1.5,8,71,16,1,0,0.0,6.18,0,0.0457,Bajo
08e019b0-910d-47b4-9ee1-4ddbfd222d25,Andrés Díaz,0920691533,Microempresa,Alimentación y Gastronomía,Guayas,32,Femenino,23,64,1.5,13,54,0,0,0,0.0,14.56,1,0.0536,Bajo
015cfa6d-eb54-402d-97a7-62fd79ca53df,Diego Castro,0958491840,Microempresa,Servicios Personales e Independientes,Guayas,32,Femenino,31,11,23.67,1,8,2,1,0,0.0,1.27,1,0.178,Bajo
3521feb5-5bb4-4126-99c8-5f4b893a1743,Ana Torres,0905259077,Microempresa,Servicios Personales e Independientes,Pichincha,23,Femenino,16,53,21.35,3,40,10,2,0,0.0,10.07,2,0.093,Bajo
8aee8aa6-3df0-4292-abd2-cc96b28b3986,Carlos López,0998271106,Microempresa,Comercio Minorista,Azuay,33,Femenino,2,66,32.85,6,50,10,0,0,0.0,14.91,4,0.4979,Medio
cf63efff-002c-4dab-bd48-375b85436b14,Ana Torres,0942176355,Microempresa,Entretenimiento y Educación,Tungurahua,41,Masculino,7,13,13.62,2,12,0,0,0,0.0,88.12,0,0.03,Bajo
39df7c5d-4a46-4973-88e8-82fc64f1c315,Sofía Vega,0902439600,Microempresa,Moda y Estilo de Vida,Imbabura,25,Masculino,5,7,31.02,1,5,2,0,0,0.0,38.91,1,0.3587,Medio
85974e97-285a-4808-9e04-c9bb72df94bd,Pedro Ruiz,0998189599,Pequeña Empresa,Moda y Estilo de Vida,Pichincha,36,Femenino,14,2,20.5,0,1,0,2,1,0.0,24.39,1,0.5383,Medio
e681428d-d151-4725-9dbe-dcd5546aed0a,Andrés Díaz,0900254425,Microempresa,Servicios Personales e Independientes,Cañar,32,Femenino,33,13,27.82,2,10,0,0,0,0.0,9.09,1,0.1355,Bajo
0e9668f3-f148-44ee-be33-49f12f9e925a,Diego Castro,0911264383,Microempresa,Alimentación y Gastronomía,Guayas,39,Femenino,26,144,2.61,14,117,13,1,1,0.0,1.23,3,0.7636,Alto
bb071676-f91e-45d4-9dbb-20ef5d2a4d06,Juan Gómez,0947802826,Microempresa,Alimentación y Gastronomía,Loja,30,Masculino,32,147,4.01,8,97,42,2,0,0.0,4.5,2,0.1143,Bajo
8f8ddd6f-8f6e-4326-97b6-4a7d9c7e95d1,Lucía Mora,0945068286,Microempresa,Entretenimiento y Educación,Azuay,25,Femenino,21,48,52.08,9,36,3,2,0,0.0037,2.53,4,0.5945,Medio
a6485e9d-4eb0-4604-aacf-8484d1ed898d,Sofía Vega,0966312468,Microempresa,Servicios Personales e Independientes,Chimborazo,29,Masculino,2,58,17.35,10,43,4,0,0,0.0,25.07,3,0.4755,Medio
6a23816a-58ee-4b67-b5bc-4624f231b718,Carlos López,0968913560,Microempresa,Servicios Personales e Independientes,El Oro,31,Femenino,17,7,108.71,1,5,1,1,0,0.0,10.29,1,0.1989,Bajo
148092e4-5228-4b12-a0d8-4b03dba41215,Juan Gómez,0914339699,Microempresa,Alimentación y Gastronomía,Tungurahua,25,Femenino,35,202,3.21,24,145,33,1,0,0.0,5.68,2,0.0729,Bajo
c6ecce63-65a2-4aff-83fc-50e566d29484,Carmen Ríos,0978608843,Pequeña Empresa,Alimentación y Gastronomía,Azuay,25,Femenino,34,82,1.7,12,55,15,0,0,0.0,583.22,4,0.1423,Bajo
6172ec32-302f-4d43-9786-6608d0bb3ebe,Juan Gómez,0901208505,Gran Empresa,Alimentación y Gastronomía,Pichincha,35,Masculino,30,135,2.1,24,83,28,1,0,0.0,4.88,3,0.1427,Bajo
0e9c2212-0b17-4bae-9d6f-ef4134ce27dc,Carmen Ríos,0934637302,Microempresa,Comercio Minorista,Pichincha,30,Femenino,17,33,18.74,2,28,3,1,0,0.0,16.11,2,0.0813,Bajo
148fa92b-ab45-4ea9-a4d1-8dbeb6a633ce,Diego Castro,0961375365,Microempresa,Alimentación y Gastronomía,Guayas,35,Masculino,24,19,3.19,2,13,4,1,0,0.0,1.23,3,0.1965,Bajo
441f3257-ae19-4255-9eb6-b2a794cf5b71,María Pérez,0986322047,Microempresa,Alimentación y Gastronomía,Pichincha,32,Femenino,26,84,1.5,16,70,0,1,0,0.0,0.5,3,0.1719,Bajo
0bf79e22-2244-42aa-8124-22e3c9fb3a9f,María Pérez,0941934083,Microempresa,Comercio Minorista,Guayas,35,Femenino,3,76,14.94,9,58,9,2,0,0.0,36.9,4,0.5019,Medio
8e149185-75ad-4bf1-a6ea-9910fd854e43,María Pérez,0963173872,Microempresa,Comercio Minorista,Azuay,30,Masculino,8,184,12.83,15,110,59,0,0,0.0,7.97,2,0.15,Bajo
1baa4962-ef3e-42a9-a5f1-35dc52d5fb6d,Juan Gómez,0913871639,Microempresa,Servicios Personales e Independientes,Pichincha,32,Masculino,7,25,59.31,2,22,2,0,0,0.0,91.39,3,0.18,Bajo
9325190d-434d-4392-ade9-b486172d13ac,Pedro Ruiz,0955711255,Microempresa,Entretenimiento y Educación,Guayas,18,Femenino,6,20,17.24,3,17,0,2,0,0.0,26.5,1,0.1385,Bajo
53d50cdf-b14e-469b-9145-c2e94e6f0bb9,Juan Gómez,0907753637,Microempresa,Comercio Minorista,Pichincha,27,Masculino,8,78,18.39,5,50,22,0,0,0.0,17.15,0,0.0458,Bajo
3b252d01-1e86-4a9c-a18d-79c8056dad3c,Juan Gómez,0966148121,Microempresa,Comercio Minorista,Loja,25,Masculino,21,23,6.55,2,15,6,2,0,0.0,3.32,12,0.6951,Alto
4eb81982-e09f-4895-861b-21ba408a9c0a,Diego Castro,0919255950,Microempresa,Entretenimiento y Educación,Manabí,26,Femenino,24,18,25.45,1,16,1,1,1,0.0,15.69,1,0.7994,Alto
bb0cdc79-b52f-4e72-bd49-4c1604cab618,Juan Gómez,0951283300,Microempresa,Alimentación y Gastronomía,Guayas,30,Masculino,23,57,6.33,4,46,7,0,0,0.0,9.73,2,0.1423,Bajo
3a6c3f31-454f-4a32-8b38-1bb2ddeadce4,Ana Torres,0947962679,Pequeña Empresa,Alimentación y Gastronomía,Chimborazo,19,Masculino,7,213,1.77,40,137,36,0,0,0.0,122.39,1,0.0472,Bajo
2f66ff9f-3a09-43d8-b223-1385ddf03925,Andrés Díaz,0934410137,Microempresa,Servicios Personales e Independientes,Pichincha,29,Femenino,21,13,5.32,2,10,1,0,0,0.0,33.98,9,0.6021,Medio
f8133a69-1373-49e7-a391-0e3b30675432,Lucía Mora,0979950660,Pequeña Empresa,Moda y Estilo de Vida,Guayas,22,Femenino,29,29,28.25,5,17,7,0,0,0.0,154.21,0,0.0566,Bajo
9f31a231-8ab3-4cf2-9a04-930b7e6b1726,Sofía Vega,0945067346,Microempresa,Servicios Personales e Independientes,Manabí,27,Femenino,15,34,3.62,3,27,3,0,0,0.0,5.19,6,0.4269,Medio
d93386a6-6344-4e7b-a2f6-255287630043,Ana Torres,0950245966,Microempresa,Servicios Personales e Independientes,Cotopaxi,32,Masculino,8,32,6.41,6,24,2,0,0,0.0,4.77,1,0.1151,Bajo
227e1f31-4e1c-4c00-b964-5984a6976f43,Pedro Ruiz,0923671567,Microempresa,Moda y Estilo de Vida,Manabí,31,Femenino,22,7,30.09,1,5,2,0,0,0.0,63.22,1,0.15,Bajo
23afd670-79a1-4bda-aa70-369d6db608b3,María Pérez,0928557202,Microempresa,Servicios Personales e Independientes,Pichincha,32,Masculino,7,19,3.48,3,18,0,0,0,0.0,26.71,5,0.3023,Bajo
9fa9f142-6714-4e46-a44f-cc51914ee4b7,Lucía Mora,0909536141,Microempresa,Alimentación y Gastronomía,Guayas,25,Femenino,6,78,1.5,12,54,11,0,0,0.0,15.49,1,0.072,Bajo
9a9367bc-66ac-4b46-a58b-18836f8a09da,Juan Gómez,0954104249,Pequeña Empresa,Alimentación y Gastronomía,Santo Domingo,26,Masculino,7,54,1.82,10,36,8,0,0,0.0,22.19,7,0.506,Medio
d79f54b4-be99-41ad-8a8f-7506854bcfde,María Pérez,0947179943,Microempresa,Servicios Personales e Independientes,Esmeraldas,29,Femenino,23,19,21.58,3,16,0,1,0,0.0,29.0,1,0.1518,Bajo
48323a47-1b98-4bf8-809c-66a8e5f4c328,Andrés Díaz,0968020572,Microempresa,Servicios Personales e Independientes,Tungurahua,30,Masculino,32,90,4.83,14,68,8,0,0,0.0,8.36,5,0.2764,Bajo
8ac1efa0-ef19-48df-9a00-ca1bee95fb13,Pedro Ruiz,0913070829,Microempresa,Moda y Estilo de Vida,Pichincha,18,Masculino,35,11,86.94,2,7,2,0,0,0.0,225.05,2,0.1248,Bajo
ce31080d-ddf2-48a5-9abb-4c906376d1a0,Carlos López,0948101558,Microempresa,Comercio Minorista,Guayas,32,Masculino,19,173,3.57,32,142,0,1,0,0.0,5.02,0,0.0484,Bajo
a5b2727c-e12b-4829-80c9-8c2059353d58,Carmen Ríos,0923429147,Microempresa,Comercio Minorista,Orellana,24,Femenino,6,53,20.27,7,43,3,0,0,0.0,9.17,2,0.0881,Bajo
8329590a-bf13-4c11-b535-a6cce07dac5d,Carlos López,0990380821,Microempresa,Servicios Personales e Independientes,Cañar,18,Masculino,33,12,39.63,1,11,0,2,0,0.0,9.54,9,0.7287,Alto
29a300e6-cd2b-4304-8f4f-8511f3d7d93f,Lucía Mora,0950316081,Microempresa,Moda y Estilo de Vida,Sucumbíos,22,Femenino,16,6,9.4,1,5,0,0,0,0.0,20.9,1,0.1129,Bajo
590f1426-9423-42df-a17b-374215526cf0,Ana Torres,0956071410,Microempresa,Moda y Estilo de Vida,Pichincha,26,Femenino,13,5,12.37,1,3,1,1,1,0.0,10.06,1,0.8453,Alto
6d6712f3-4f60-4d08-97e0-7d3545ce2efd,Diego Castro,0971733532,Microempresa,Alimentación y Gastronomía,Guayas,29,Masculino,13,169,2.06,22,131,16,1,0,0.0,1.75,2,0.0909,Bajo
cc1897d0-7040-4512-ac9c-6cef11671935,Diego Castro,0980483279,Microempresa,Alimentación y Gastronomía,Pichincha,31,Femenino,33,103,3.94,16,66,21,1,0,0.0,18.64,6,0.2684,Bajo
4bb8fe6d-0cb6-414b-b39d-cf2c808b5bdf,Lucía Mora,0978019583,Microempresa,Comercio Minorista,Pichincha,36,Masculino,35,222,3.66,32,144,45,0,0,0.0048,12.82,2,0.2719,Bajo
de4015f3-2699-45f6-a377-cc2480d4669e,Diego Castro,0935663108,Microempresa,Moda y Estilo de Vida,Guayas,24,Masculino,20,17,9.28,1,12,4,0,0,0.0,54.78,2,0.0408,Bajo
c62bcb9a-2145-4b16-959d-e4bca414864d,Diego Castro,0951528585,Microempresa,Comercio Minorista,Napo,24,Masculino,28,53,7.37,6,38,9,0,0,0.0,18.52,4,0.3584,Medio
aedb698f-bc76-45ea-8117-c7c3371730ec,Diego Castro,0949902303,Microempresa,Comercio Minorista,Tungurahua,27,Femenino,32,20,17.37,2,14,4,0,0,0.0,8.3,4,0.4279,Medio
